Query Rank Precision Recall
2 26 0.0769230769231 0.666666666667
2 27 0.0740740740741 0.666666666667
2 28 0.0714285714286 0.666666666667
2 29 0.0689655172414 0.666666666667
2 30 0.0666666666667 0.666666666667
2 31 0.0645161290323 0.666666666667
2 32 0.0625 0.666666666667
2 33 0.0606060606061 0.666666666667
2 34 0.0588235294118 0.666666666667
2 35 0.0571428571429 0.666666666667
2 36 0.0833333333333 1.0
2 37 0.0810810810811 1.0
2 38 0.0789473684211 1.0
2 39 0.0769230769231 1.0
2 40 0.075 1.0
2 41 0.0731707317073 1.0
2 42 0.0714285714286 1.0
2 43 0.0697674418605 1.0
2 44 0.0681818181818 1.0
2 45 0.0666666666667 1.0
2 46 0.0652173913043 1.0
2 47 0.063829787234 1.0
2 48 0.0625 1.0
2 49 0.0612244897959 1.0
2 50 0.06 1.0
2 51 0.0588235294118 1.0
2 52 0.0576923076923 1.0
2 53 0.0566037735849 1.0
2 54 0.0555555555556 1.0
2 55 0.0545454545455 1.0
2 56 0.0535714285714 1.0
2 57 0.0526315789474 1.0
2 58 0.051724137931 1.0
2 59 0.0508474576271 1.0
2 60 0.05 1.0
2 61 0.0491803278689 1.0
2 62 0.0483870967742 1.0
2 63 0.047619047619 1.0
2 64 0.046875 1.0
2 65 0.0461538461538 1.0
2 66 0.0454545454545 1.0
2 67 0.044776119403 1.0
2 68 0.0441176470588 1.0
2 69 0.0434782608696 1.0
2 70 0.0428571428571 1.0
2 71 0.0422535211268 1.0
2 72 0.0416666666667 1.0
2 73 0.041095890411 1.0
2 74 0.0405405405405 1.0
2 75 0.04 1.0
2 76 0.0394736842105 1.0
2 77 0.038961038961 1.0
2 78 0.0384615384615 1.0
2 79 0.0379746835443 1.0
2 80 0.0375 1.0
2 81 0.037037037037 1.0
2 82 0.0365853658537 1.0
2 83 0.0361445783133 1.0
2 84 0.0357142857143 1.0
2 85 0.0352941176471 1.0
2 86 0.0348837209302 1.0
2 87 0.0344827586207 1.0
2 88 0.0340909090909 1.0
2 89 0.0337078651685 1.0
2 90 0.0333333333333 1.0
2 91 0.032967032967 1.0
2 92 0.0326086956522 1.0
2 93 0.0322580645161 1.0
2 94 0.031914893617 1.0
2 95 0.0315789473684 1.0
2 96 0.03125 1.0
2 97 0.0309278350515 1.0
2 98 0.030612244898 1.0
2 99 0.030303030303 1.0
2 100 0.03 1.0
3 1 0.0 0.0
3 2 0.0 0.0
3 3 0.0 0.0
3 4 0.0 0.0
3 5 0.0 0.0
3 6 0.0 0.0
3 7 0.0 0.0
3 8 0.0 0.0
3 9 0.0 0.0
3 10 0.0 0.0
3 11 0.0 0.0
3 12 0.0 0.0
3 13 0.0 0.0
3 14 0.0 0.0
3 15 0.0 0.0
3 16 0.0 0.0
3 17 0.0 0.0
3 18 0.0 0.0
3 19 0.0 0.0
3 20 0.0 0.0
3 21 0.0 0.0
3 22 0.0 0.0
3 23 0.0 0.0
3 24 0.0 0.0
3 25 0.0 0.0
3 26 0.0 0.0
3 27 0.0 0.0
3 28 0.0 0.0
3 29 0.0 0.0
3 30 0.0 0.0
3 31 0.0 0.0
3 32 0.0 0.0
3 33 0.0 0.0
3 34 0.0 0.0
3 35 0.0 0.0
3 36 0.0 0.0
3 37 0.0 0.0
3 38 0.0 0.0
3 39 0.0 0.0
3 40 0.0 0.0
3 41 0.0 0.0
3 42 0.0 0.0
3 43 0.0 0.0
3 44 0.0 0.0
3 45 0.0 0.0
3 46 0.0 0.0
3 47 0.0 0.0
3 48 0.0 0.0
3 49 0.0 0.0
3 50 0.0 0.0
3 51 0.0 0.0
3 52 0.0 0.0
3 53 0.0 0.0
3 54 0.0 0.0
3 55 0.0 0.0
3 56 0.0 0.0
3 57 0.0 0.0
3 58 0.0 0.0
3 59 0.0 0.0
3 60 0.0 0.0
3 61 0.0 0.0
3 62 0.0 0.0
3 63 0.0 0.0
3 64 0.0 0.0
3 65 0.0 0.0
3 66 0.0 0.0
3 67 0.0 0.0
3 68 0.0147058823529 0.166666666667
3 69 0.0144927536232 0.166666666667
3 70 0.0142857142857 0.166666666667
3 71 0.0140845070423 0.166666666667
3 72 0.0138888888889 0.166666666667
3 73 0.013698630137 0.166666666667
3 74 0.0135135135135 0.166666666667
3 75 0.0133333333333 0.166666666667
3 76 0.0131578947368 0.166666666667
3 77 0.012987012987 0.166666666667
3 78 0.0128205128205 0.166666666667
3 79 0.0126582278481 0.166666666667
3 80 0.0125 0.166666666667
3 81 0.0123456790123 0.166666666667
3 82 0.0121951219512 0.166666666667
3 83 0.0120481927711 0.166666666667
3 84 0.0119047619048 0.166666666667
3 85 0.0117647058824 0.166666666667
3 86 0.0116279069767 0.166666666667
3 87 0.0114942528736 0.166666666667
3 88 0.0113636363636 0.166666666667
3 89 0.0112359550562 0.166666666667
3 90 0.0111111111111 0.166666666667
3 91 0.010989010989 0.166666666667
3 92 0.0108695652174 0.166666666667
3 93 0.010752688172 0.166666666667
3 94 0.0106382978723 0.166666666667
3 95 0.0105263157895 0.166666666667
3 96 0.0104166666667 0.166666666667
3 97 0.0103092783505 0.166666666667
3 98 0.0102040816327 0.166666666667
3 99 0.010101010101 0.166666666667
3 100 0.01 0.166666666667
4 1 0.0 0.0
4 2 0.5 0.0833333333333
4 3 0.333333333333 0.0833333333333
4 4 0.25 0.0833333333333
4 5 0.2 0.0833333333333
4 6 0.166666666667 0.0833333333333
4 7 0.142857142857 0.0833333333333
4 8 0.125 0.0833333333333
4 9 0.111111111111 0.0833333333333
4 10 0.1 0.0833333333333
4 11 0.0909090909091 0.0833333333333
4 12 0.0833333333333 0.0833333333333
4 13 0.153846153846 0.166666666667
4 14 0.142857142857 0.166666666667
4 15 0.133333333333 0.166666666667
4 16 0.125 0.166666666667
4 17 0.117647058824 0.166666666667
4 18 0.111111111111 0.166666666667
4 19 0.105263157895 0.166666666667
4 20 0.1 0.166666666667
4 21 0.0952380952381 0.166666666667
4 22 0.0909090909091 0.166666666667
4 23 0.0869565217391 0.166666666667
4 24 0.0833333333333 0.166666666667
4 25 0.08 0.166666666667
4 26 0.0769230769231 0.166666666667
4 27 0.0740740740741 0.166666666667
4 28 0.0714285714286 0.166666666667
4 29 0.0689655172414 0.166666666667
4 30 0.0666666666667 0.166666666667
4 31 0.0645161290323 0.166666666667
4 32 0.0625 0.166666666667
4 33 0.0606060606061 0.166666666667
4 34 0.0588235294118 0.166666666667
4 35 0.0571428571429 0.166666666667
4 36 0.0555555555556 0.166666666667
4 37 0.0540540540541 0.166666666667
4 38 0.0526315789474 0.166666666667
4 39 0.0512820512821 0.166666666667
4 40 0.05 0.166666666667
4 41 0.0487804878049 0.166666666667
4 42 0.047619047619 0.166666666667
4 43 0.046511627907 0.166666666667
4 44 0.0454545454545 0.166666666667
4 45 0.0444444444444 0.166666666667
4 46 0.0434782608696 0.166666666667
4 47 0.0425531914894 0.166666666667
4 48 0.0416666666667 0.166666666667
4 49 0.0408163265306 0.166666666667
4 50 0.04 0.166666666667
4 51 0.0392156862745 0.166666666667
4 52 0.0384615384615 0.166666666667
4 53 0.0377358490566 0.166666666667
4 54 0.037037037037 0.166666666667
4 55 0.0363636363636 0.166666666667
4 56 0.0357142857143 0.166666666667
4 57 0.0350877192982 0.166666666667
4 58 0.0344827586207 0.166666666667
4 59 0.0338983050847 0.166666666667
4 60 0.0333333333333 0.166666666667
4 61 0.0327868852459 0.166666666667
4 62 0.0322580645161 0.166666666667
4 63 0.031746031746 0.166666666667
4 64 0.03125 0.166666666667
4 65 0.0307692307692 0.166666666667
4 66 0.030303030303 0.166666666667
4 67 0.0298507462687 0.166666666667
4 68 0.0294117647059 0.166666666667
4 69 0.0289855072464 0.166666666667
4 70 0.0285714285714 0.166666666667
4 71 0.0281690140845 0.166666666667
4 72 0.0277777777778 0.166666666667
4 73 0.027397260274 0.166666666667
4 74 0.027027027027 0.166666666667
4 75 0.0266666666667 0.166666666667
4 76 0.0263157894737 0.166666666667
4 77 0.025974025974 0.166666666667
4 78 0.025641025641 0.166666666667
4 79 0.0253164556962 0.166666666667
4 80 0.025 0.166666666667
4 81 0.0246913580247 0.166666666667
4 82 0.0243902439024 0.166666666667
4 83 0.0240963855422 0.166666666667
4 84 0.0357142857143 0.25
4 85 0.0352941176471 0.25
4 86 0.0348837209302 0.25
4 87 0.0344827586207 0.25
4 88 0.0340909090909 0.25
4 89 0.0337078651685 0.25
4 90 0.0333333333333 0.25
4 91 0.032967032967 0.25
4 92 0.0326086956522 0.25
4 93 0.0322580645161 0.25
4 94 0.031914893617 0.25
4 95 0.0315789473684 0.25
4 96 0.03125 0.25
4 97 0.0309278350515 0.25
4 98 0.030612244898 0.25
4 99 0.030303030303 0.25
4 100 0.03 0.25
5 1 0.0 0.0
5 2 0.0 0.0
5 3 0.0 0.0
5 4 0.0 0.0
5 5 0.2 0.125
5 6 0.166666666667 0.125
5 7 0.142857142857 0.125
5 8 0.125 0.125
5 9 0.111111111111 0.125
5 10 0.1 0.125
5 11 0.181818181818 0.25
5 12 0.166666666667 0.25
5 13 0.153846153846 0.25
5 14 0.142857142857 0.25
5 15 0.133333333333 0.25
5 16 0.125 0.25
5 17 0.117647058824 0.25
5 18 0.111111111111 0.25
5 19 0.105263157895 0.25
5 20 0.1 0.25
5 21 0.0952380952381 0.25
5 22 0.0909090909091 0.25
5 23 0.0869565217391 0.25
5 24 0.0833333333333 0.25
5 25 0.08 0.25
5 26 0.0769230769231 0.25
5 27 0.0740740740741 0.25
5 28 0.0714285714286 0.25
5 29 0.0689655172414 0.25
5 30 0.0666666666667 0.25
5 31 0.0645161290323 0.25
5 32 0.09375 0.375
5 33 0.0909090909091 0.375
5 34 0.0882352941176 0.375
5 35 0.0857142857143 0.375
5 36 0.0833333333333 0.375
5 37 0.0810810810811 0.375
5 38 0.0789473684211 0.375
5 39 0.0769230769231 0.375
5 40 0.075 0.375
5 41 0.0731707317073 0.375
5 42 0.0714285714286 0.375
5 43 0.0697674418605 0.375
5 44 0.0909090909091 0.5
5 45 0.0888888888889 0.5
5 46 0.0869565217391 0.5
5 47 0.0851063829787 0.5
5 48 0.0833333333333 0.5
5 49 0.0816326530612 0.5
5 50 0.08 0.5
5 51 0.078431372549 0.5
5 52 0.0769230769231 0.5
5 53 0.0754716981132 0.5
5 54 0.0740740740741 0.5
5 55 0.0727272727273 0.5
5 56 0.0714285714286 0.5
5 57 0.0701754385965 0.5
5 58 0.0689655172414 0.5
5 59 0.0677966101695 0.5
5 60 0.0666666666667 0.5
5 61 0.0655737704918 0.5
5 62 0.0645161290323 0.5
5 63 0.0634920634921 0.5
5 64 0.0625 0.5
5 65 0.0615384615385 0.5
5 66 0.0606060606061 0.5
5 67 0.0597014925373 0.5
5 68 0.0588235294118 0.5
5 69 0.0579710144928 0.5
5 70 0.0571428571429 0.5
5 71 0.056338028169 0.5
5 72 0.0555555555556 0.5
5 73 0.0547945205479 0.5
5 74 0.0540540540541 0.5
5 75 0.0533333333333 0.5
5 76 0.0526315789474 0.5
5 77 0.0519480519481 0.5
5 78 0.0512820512821 0.5
5 79 0.0506329113924 0.5
5 80 0.05 0.5
5 81 0.0493827160494 0.5
5 82 0.0487804878049 0.5
5 83 0.0481927710843 0.5
5 84 0.047619047619 0.5
5 85 0.0470588235294 0.5
5 86 0.046511627907 0.5
5 87 0.0459770114943 0.5
5 88 0.0454545454545 0.5
5 89 0.0449438202247 0.5
5 90 0.0444444444444 0.5
5 91 0.043956043956 0.5
5 92 0.0434782608696 0.5
5 93 0.0430107526882 0.5
5 94 0.0425531914894 0.5
5 95 0.0421052631579 0.5
5 96 0.0416666666667 0.5
5 97 0.0412371134021 0.5
5 98 0.0408163265306 0.5
5 99 0.040404040404 0.5
5 100 0.04 0.5
6 1 0.0 0.0
6 2 0.0 0.0
6 3 0.0 0.0
6 4 0.0 0.0
6 5 0.0 0.0
6 6 0.0 0.0
6 7 0.0 0.0
6 8 0.0 0.0
6 9 0.0 0.0
6 10 0.0 0.0
6 11 0.0 0.0
6 12 0.0 0.0
6 13 0.0 0.0
6 14 0.0 0.0
6 15 0.0 0.0
6 16 0.0 0.0
6 17 0.0 0.0
6 18 0.0 0.0
6 19 0.0 0.0
6 20 0.0 0.0
6 21 0.0 0.0
6 22 0.0 0.0
6 23 0.0 0.0
6 24 0.0416666666667 0.333333333333
6 25 0.04 0.333333333333
6 26 0.0384615384615 0.333333333333
6 27 0.037037037037 0.333333333333
6 28 0.0357142857143 0.333333333333
6 29 0.0344827586207 0.333333333333
6 30 0.0333333333333 0.333333333333
6 31 0.0322580645161 0.333333333333
6 32 0.03125 0.333333333333
6 33 0.0606060606061 0.666666666667
6 34 0.0882352941176 1.0
6 35 0.0857142857143 1.0
6 36 0.0833333333333 1.0
6 37 0.0810810810811 1.0
6 38 0.0789473684211 1.0
6 39 0.0769230769231 1.0
6 40 0.075 1.0
6 41 0.0731707317073 1.0
6 42 0.0714285714286 1.0
6 43 0.0697674418605 1.0
6 44 0.0681818181818 1.0
6 45 0.0666666666667 1.0
6 46 0.0652173913043 1.0
6 47 0.063829787234 1.0
6 48 0.0625 1.0
6 49 0.0612244897959 1.0
6 50 0.06 1.0
6 51 0.0588235294118 1.0
6 52 0.0576923076923 1.0
6 53 0.0566037735849 1.0
6 54 0.0555555555556 1.0
6 55 0.0545454545455 1.0
6 56 0.0535714285714 1.0
6 57 0.0526315789474 1.0
6 58 0.051724137931 1.0
6 59 0.0508474576271 1.0
6 60 0.05 1.0
6 61 0.0491803278689 1.0
6 62 0.0483870967742 1.0
6 63 0.047619047619 1.0
6 64 0.046875 1.0
6 65 0.0461538461538 1.0
6 66 0.0454545454545 1.0
6 67 0.044776119403 1.0
6 68 0.0441176470588 1.0
6 69 0.0434782608696 1.0
6 70 0.0428571428571 1.0
6 71 0.0422535211268 1.0
6 72 0.0416666666667 1.0
6 73 0.041095890411 1.0
6 74 0.0405405405405 1.0
6 75 0.04 1.0
6 76 0.0394736842105 1.0
6 77 0.038961038961 1.0
6 78 0.0384615384615 1.0
6 79 0.0379746835443 1.0
6 80 0.0375 1.0
6 81 0.037037037037 1.0
6 82 0.0365853658537 1.0
6 83 0.0361445783133 1.0
6 84 0.0357142857143 1.0
6 85 0.0352941176471 1.0
6 86 0.0348837209302 1.0
6 87 0.0344827586207 1.0
6 88 0.0340909090909 1.0
6 89 0.0337078651685 1.0
6 90 0.0333333333333 1.0
6 91 0.032967032967 1.0
6 92 0.0326086956522 1.0
6 93 0.0322580645161 1.0
6 94 0.031914893617 1.0
6 95 0.0315789473684 1.0
6 96 0.03125 1.0
6 97 0.0309278350515 1.0
6 98 0.030612244898 1.0
6 99 0.030303030303 1.0
6 100 0.03 1.0
7 1 1.0 0.0357142857143
7 2 0.5 0.0357142857143
7 3 0.333333333333 0.0357142857143
7 4 0.5 0.0714285714286
7 5 0.6 0.107142857143
7 6 0.5 0.107142857143
7 7 0.571428571429 0.142857142857
7 8 0.625 0.178571428571
7 9 0.666666666667 0.214285714286
7 10 0.6 0.214285714286
7 11 0.545454545455 0.214285714286
7 12 0.5 0.214285714286
7 13 0.461538461538 0.214285714286
7 14 0.428571428571 0.214285714286
7 15 0.466666666667 0.25
7 16 0.4375 0.25
7 17 0.411764705882 0.25
7 18 0.388888888889 0.25
7 19 0.421052631579 0.285714285714
7 20 0.45 0.321428571429
7 21 0.428571428571 0.321428571429
7 22 0.409090909091 0.321428571429
7 23 0.391304347826 0.321428571429
7 24 0.375 0.321428571429
7 25 0.36 0.321428571429
7 26 0.346153846154 0.321428571429
7 27 0.333333333333 0.321428571429
7 28 0.357142857143 0.357142857143
7 29 0.379310344828 0.392857142857
7 30 0.366666666667 0.392857142857
7 31 0.387096774194 0.428571428571
7 32 0.375 0.428571428571
7 33 0.363636363636 0.428571428571
7 34 0.382352941176 0.464285714286
7 35 0.371428571429 0.464285714286
7 36 0.361111111111 0.464285714286
7 37 0.378378378378 0.5
7 38 0.368421052632 0.5
7 39 0.358974358974 0.5
7 40 0.35 0.5
7 41 0.341463414634 0.5
7 42 0.333333333333 0.5
7 43 0.325581395349 0.5
7 44 0.318181818182 0.5
7 45 0.311111111111 0.5
7 46 0.304347826087 0.5
7 47 0.297872340426 0.5
7 48 0.291666666667 0.5
7 49 0.285714285714 0.5
7 50 0.28 0.5
7 51 0.274509803922 0.5
7 52 0.269230769231 0.5
7 53 0.264150943396 0.5
7 54 0.259259259259 0.5
7 55 0.254545454545 0.5
7 56 0.25 0.5
7 57 0.245614035088 0.5
7 58 0.241379310345 0.5
7 59 0.254237288136 0.535714285714
7 60 0.25 0.535714285714
7 61 0.245901639344 0.535714285714
7 62 0.241935483871 0.535714285714
7 63 0.238095238095 0.535714285714
7 64 0.234375 0.535714285714
7 65 0.230769230769 0.535714285714
7 66 0.227272727273 0.535714285714
7 67 0.223880597015 0.535714285714
7 68 0.220588235294 0.535714285714
7 69 0.217391304348 0.535714285714
7 70 0.214285714286 0.535714285714
7 71 0.211267605634 0.535714285714
7 72 0.208333333333 0.535714285714
7 73 0.205479452055 0.535714285714
7 74 0.202702702703 0.535714285714
7 75 0.2 0.535714285714
7 76 0.197368421053 0.535714285714
7 77 0.194805194805 0.535714285714
7 78 0.192307692308 0.535714285714
7 79 0.189873417722 0.535714285714
7 80 0.1875 0.535714285714
7 81 0.185185185185 0.535714285714
7 82 0.182926829268 0.535714285714
7 83 0.180722891566 0.535714285714
7 84 0.178571428571 0.535714285714
7 85 0.176470588235 0.535714285714
7 86 0.174418604651 0.535714285714
7 87 0.172413793103 0.535714285714
7 88 0.170454545455 0.535714285714
7 89 0.168539325843 0.535714285714
7 90 0.166666666667 0.535714285714
7 91 0.164835164835 0.535714285714
7 92 0.163043478261 0.535714285714
7 93 0.161290322581 0.535714285714
7 94 0.159574468085 0.535714285714
7 95 0.157894736842 0.535714285714
7 96 0.15625 0.535714285714
7 97 0.154639175258 0.535714285714
7 98 0.15306122449 0.535714285714
7 99 0.151515151515 0.535714285714
7 100 0.15 0.535714285714
8 1 0.0 0.0
8 2 0.0 0.0
8 3 0.0 0.0
8 4 0.0 0.0
8 5 0.2 0.333333333333
8 6 0.166666666667 0.333333333333
8 7 0.142857142857 0.333333333333
8 8 0.125 0.333333333333
8 9 0.111111111111 0.333333333333
8 10 0.1 0.333333333333
8 11 0.0909090909091 0.333333333333
8 12 0.0833333333333 0.333333333333
8 13 0.0769230769231 0.333333333333
8 14 0.0714285714286 0.333333333333
8 15 0.0666666666667 0.333333333333
8 16 0.0625 0.333333333333
8 17 0.0588235294118 0.333333333333
8 18 0.0555555555556 0.333333333333
8 19 0.0526315789474 0.333333333333
8 20 0.05 0.333333333333
8 21 0.047619047619 0.333333333333
8 22 0.0454545454545 0.333333333333
8 23 0.0434782608696 0.333333333333
8 24 0.0416666666667 0.333333333333
8 25 0.04 0.333333333333
8 26 0.0384615384615 0.333333333333
8 27 0.037037037037 0.333333333333
8 28 0.0357142857143 0.333333333333
8 29 0.0344827586207 0.333333333333
8 30 0.0333333333333 0.333333333333
8 31 0.0322580645161 0.333333333333
8 32 0.03125 0.333333333333
8 33 0.0606060606061 0.666666666667
8 34 0.0588235294118 0.666666666667
8 35 0.0571428571429 0.666666666667
8 36 0.0555555555556 0.666666666667
8 37 0.0540540540541 0.666666666667
8 38 0.0526315789474 0.666666666667
8 39 0.0512820512821 0.666666666667
8 40 0.05 0.666666666667
8 41 0.0487804878049 0.666666666667
8 42 0.047619047619 0.666666666667
8 43 0.046511627907 0.666666666667
8 44 0.0454545454545 0.666666666667
8 45 0.0444444444444 0.666666666667
8 46 0.0434782608696 0.666666666667
8 47 0.0425531914894 0.666666666667
8 48 0.0416666666667 0.666666666667
8 49 0.0408163265306 0.666666666667
8 50 0.04 0.666666666667
8 51 0.0392156862745 0.666666666667
8 52 0.0384615384615 0.666666666667
8 53 0.0377358490566 0.666666666667
8 54 0.037037037037 0.666666666667
8 55 0.0363636363636 0.666666666667
8 56 0.0357142857143 0.666666666667
8 57 0.0350877192982 0.666666666667
8 58 0.0344827586207 0.666666666667
8 59 0.0338983050847 0.666666666667
8 60 0.0333333333333 0.666666666667
8 61 0.0327868852459 0.666666666667
8 62 0.0322580645161 0.666666666667
8 63 0.031746031746 0.666666666667
8 64 0.03125 0.666666666667
8 65 0.0307692307692 0.666666666667
8 66 0.030303030303 0.666666666667
8 67 0.0298507462687 0.666666666667
8 68 0.0294117647059 0.666666666667
8 69 0.0289855072464 0.666666666667
8 70 0.0285714285714 0.666666666667
8 71 0.0281690140845 0.666666666667
8 72 0.0277777777778 0.666666666667
8 73 0.027397260274 0.666666666667
8 74 0.027027027027 0.666666666667
8 75 0.0266666666667 0.666666666667
8 76 0.0263157894737 0.666666666667
8 77 0.025974025974 0.666666666667
8 78 0.025641025641 0.666666666667
8 79 0.0253164556962 0.666666666667
8 80 0.025 0.666666666667
8 81 0.0246913580247 0.666666666667
8 82 0.0243902439024 0.666666666667
8 83 0.0240963855422 0.666666666667
8 84 0.0238095238095 0.666666666667
8 85 0.0235294117647 0.666666666667
8 86 0.0232558139535 0.666666666667
8 87 0.0229885057471 0.666666666667
8 88 0.0227272727273 0.666666666667
8 89 0.0224719101124 0.666666666667
8 90 0.0222222222222 0.666666666667
8 91 0.021978021978 0.666666666667
8 92 0.0217391304348 0.666666666667
8 93 0.0215053763441 0.666666666667
8 94 0.0212765957447 0.666666666667
8 95 0.0210526315789 0.666666666667
8 96 0.0208333333333 0.666666666667
8 97 0.020618556701 0.666666666667
8 98 0.0204081632653 0.666666666667
8 99 0.020202020202 0.666666666667
8 100 0.02 0.666666666667
9 1 0.0 0.0
9 2 0.5 0.111111111111
9 3 0.333333333333 0.111111111111
9 4 0.25 0.111111111111
9 5 0.2 0.111111111111
9 6 0.166666666667 0.111111111111
9 7 0.142857142857 0.111111111111
9 8 0.25 0.222222222222
9 9 0.222222222222 0.222222222222
9 10 0.2 0.222222222222
9 11 0.272727272727 0.333333333333
9 12 0.25 0.333333333333
9 13 0.230769230769 0.333333333333
9 14 0.214285714286 0.333333333333
9 15 0.2 0.333333333333
9 16 0.1875 0.333333333333
9 17 0.176470588235 0.333333333333
9 18 0.222222222222 0.444444444444
9 19 0.210526315789 0.444444444444
9 20 0.2 0.444444444444
9 21 0.190476190476 0.444444444444
9 22 0.181818181818 0.444444444444
9 23 0.173913043478 0.444444444444
9 24 0.166666666667 0.444444444444
9 25 0.16 0.444444444444
9 26 0.153846153846 0.444444444444
9 27 0.148148148148 0.444444444444
9 28 0.142857142857 0.444444444444
9 29 0.137931034483 0.444444444444
9 30 0.133333333333 0.444444444444
9 31 0.129032258065 0.444444444444
9 32 0.125 0.444444444444
9 33 0.121212121212 0.444444444444
9 34 0.117647058824 0.444444444444
9 35 0.114285714286 0.444444444444
9 36 0.111111111111 0.444444444444
9 37 0.108108108108 0.444444444444
9 38 0.105263157895 0.444444444444
9 39 0.102564102564 0.444444444444
9 40 0.1 0.444444444444
9 41 0.0975609756098 0.444444444444
9 42 0.0952380952381 0.444444444444
9 43 0.093023255814 0.444444444444
9 44 0.0909090909091 0.444444444444
9 45 0.0888888888889 0.444444444444
9 46 0.0869565217391 0.444444444444
9 47 0.0851063829787 0.444444444444
9 48 0.0833333333333 0.444444444444
9 49 0.0816326530612 0.444444444444
9 50 0.08 0.444444444444
9 51 0.078431372549 0.444444444444
9 52 0.0769230769231 0.444444444444
9 53 0.0754716981132 0.444444444444
9 54 0.0740740740741 0.444444444444
9 55 0.0727272727273 0.444444444444
9 56 0.0714285714286 0.444444444444
9 57 0.0701754385965 0.444444444444
9 58 0.0689655172414 0.444444444444
9 59 0.0677966101695 0.444444444444
9 60 0.0666666666667 0.444444444444
9 61 0.0655737704918 0.444444444444
9 62 0.0645161290323 0.444444444444
9 63 0.0634920634921 0.444444444444
9 64 0.0625 0.444444444444
9 65 0.0615384615385 0.444444444444
9 66 0.0606060606061 0.444444444444
9 67 0.0597014925373 0.444444444444
9 68 0.0735294117647 0.555555555556
9 69 0.0724637681159 0.555555555556
9 70 0.0714285714286 0.555555555556
9 71 0.0704225352113 0.555555555556
